acceleration_mean,acceleration_stdev,pitch1,pitch2,pitch3,roll1,roll2,roll3,sitting,sittingdown,standing,standingup,walking,total_accel_sensor_1,total_accel_sensor_2,total_accel_sensor_4
41,41,31,63,36,43,55,38,1,0,0,0,6,52,35,0
19,38,25,55,24,69,36,24,1,0,0,0,10,49,10,0
13,18,23,28,20,27,44,15,1,0,0,0,15,25,7,0
29,18,46,30,29,27,22,50,1,0,0,0,32,15,30,0
63,65,43,64,48,67,19,22,1,0,0,0,61,86,62,0
26,31,55,29,65,12,12,38,1,0,0,0,25,12,44,0
32,20,34,17,21,27,20,19,1,0,0,0,35,30,40,0
41,75,11,40,82,16,31,24,1,0,0,0,16,12,33,0
39,15,31,64,16,46,89,14,1,0,0,0,47,43,26,0
39,40,45,44,61,27,57,0,1,0,0,0,30,26,27,0
30,37,7,62,56,23,17,56,1,0,0,0,20,13,32,0
42,9,39,17,56,37,26,50,1,0,0,0,47,28,30,0
51,53,89,35,16,47,38,14,1,0,0,0,57,79,37,0
18,20,23,22,0,14,24,11,1,0,0,0,29,7,24,0
36,16,45,55,24,49,39,25,1,0,0,0,43,30,47,0
33,53,36,41,0,36,41,36,1,0,0,0,31,55,51,0
19,21,38,29,19,58,7,21,1,0,0,0,11,36,20,0
50,18,22,13,55,40,25,59,1,0,0,0,39,31,47,0
35,13,30,33,45,23,22,31,1,0,0,0,27,30,39,0
28,14,62,41,13,54,12,14,1,0,0,0,38,33,17,0
34,45,8,20,71,20,10,72,1,0,0,0,22,13,62,0
26,24,61,58,71,46,62,28,1,0,0,0,43,24,13,0
17,12,36,34,24,7,27,22,1,0,0,0,18,13,20,0
46,15,21,14,43,32,26,45,1,0,0,0,46,36,47,0
27,19,10,25,24,41,40,37,1,0,0,0,38,29,26,0
13,16,12,13,1,9,29,6,1,0,0,0,23,16,9,0
16,44,16,34,43,43,23,22,1,0,0,0,14,7,11,0
20,38,34,41,15,26,28,14,1,0,0,0,23,51,22,0
15,16,7,19,73,38,29,22,1,0,0,0,10,20,27,0
33,24,76,88,37,88,24,82,1,0,0,0,12,23,66,0
48,64,37,26,49,51,34,52,1,0,0,0,13,17,43,0
30,24,39,11,45,19,28,37,1,0,0,0,20,46,25,0
28,41,14,37,4,33,19,2,1,0,0,0,10,38,47,0
35,40,40,50,42,24,6,35,1,0,0,0,51,6,37,0
29,30,11,16,57,27,19,54,1,0,0,0,47,18,14,0
30,18,28,25,32,7,31,36,1,0,0,0,25,40,25,0
32,29,8,12,30,31,6,2,1,0,0,0,24,17,20,0
47,27,23,41,62,48,20,52,1,0,0,0,22,46,43,0
3,8,47,11,82,19,33,42,1,0,0,0,12,7,10,0
49,25,62,54,23,45,44,66,1,0,0,0,32,58,43,0
50,50,47,52,50,55,21,50,1,0,0,0,45,53,29,0
36,12,18,14,35,26,24,34,1,0,0,0,39,29,39,0
18,14,50,9,57,13,7,46,1,0,0,0,18,18,18,0
38,30,8,35,57,5,24,50,1,0,0,0,42,8,41,0
53,23,23,16,16,7,18,31,1,0,0,0,50,33,48,0
43,20,11,25,36,39,17,49,1,0,0,0,31,27,40,0
40,53,34,47,62,28,19,62,1,0,0,0,3,22,45,0
16,45,10,18,63,19,20,36,1,0,0,0,13,19,0,0
31,36,40,43,82,25,35,18,1,0,0,0,52,29,27,0
36,24,16,23,41,38,21,38,1,0,0,0,54,12,37,0
47,66,37,44,45,58,32,33,1,0,0,0,80,20,7,0
35,30,31,74,10,71,54,33,1,0,0,0,19,34,48,0
32,11,25,13,18,41,15,8,1,0,0,0,28,38,28,0
21,6,24,20,32,42,99,7,1,0,0,0,20,17,24,0
21,12,44,39,76,37,23,61,1,0,0,0,26,25,18,0
23,32,23,55,24,43,42,8,1,0,0,0,13,47,14,0
58,45,33,40,28,30,53,32,1,0,0,0,66,18,32,0
29,29,7,10,19,39,12,19,1,0,0,0,14,17,72,0
18,26,57,10,61,27,59,11,1,0,0,0,47,10,31,0
40,46,31,33,47,27,15,40,1,0,0,0,20,27,18,0
22,17,52,19,25,46,18,33,1,0,0,0,22,10,27,0
45,25,39,23,49,28,19,51,1,0,0,0,34,23,41,0
23,29,22,33,41,37,47,32,1,0,0,0,8,14,32,0
31,54,24,34,25,32,4,67,1,0,0,0,14,6,45,0
39,27,29,61,35,35,22,33,1,0,0,0,16,45,33,0
48,36,30,23,10,21,19,36,1,0,0,0,22,33,54,0
28,30,39,34,33,35,14,33,1,0,0,0,7,22,36,0
23,18,16,31,27,34,62,34,1,0,0,0,16,23,34,0
17,18,13,20,32,29,26,32,1,0,0,0,28,15,16,0
45,27,22,11,46,43,36,55,1,0,0,0,23,33,45,0
38,16,60,39,48,50,21,91,1,0,0,0,36,35,28,0
8,32,31,57,79,37,29,58,1,0,0,0,12,7,35,0
21,19,21,37,32,26,65,16,1,0,0,0,27,34,13,0
23,19,47,16,30,50,39,35,1,0,0,0,29,35,14,0
24,29,32,54,33,36,40,57,1,0,0,0,12,41,22,0
35,48,15,28,56,32,37,91,1,0,0,0,33,55,3,0
43,45,50,61,22,49,79,66,1,0,0,0,25,43,23,0
37,25,38,26,35,24,97,39,1,0,0,0,56,14,38,0
9,14,47,23,28,26,17,14,1,0,0,0,20,17,20,0
41,25,24,31,35,46,22,24,1,0,0,0,37,26,56,0
54,25,30,26,20,35,23,13,1,0,0,0,33,50,65,0
42,42,73,56,31,63,87,31,1,0,0,0,13,52,51,0
20,14,19,55,46,13,24,14,1,0,0,0,17,9,36,0
22,21,30,14,38,30,12,39,1,0,0,0,14,19,35,0
14,33,24,31,30,34,22,32,1,0,0,0,18,13,39,0
29,27,11,41,64,27,26,23,1,0,0,0,31,37,44,0
58,75,67,44,65,63,55,32,1,0,0,0,78,27,71,0
40,29,24,21,30,33,12,23,1,0,0,0,40,37,10,0
53,48,33,61,92,50,37,71,1,0,0,0,67,31,17,0
10,17,36,7,72,30,17,30,1,0,0,0,30,10,14,0
27,21,24,27,39,24,17,14,1,0,0,0,14,33,20,0
73,67,32,80,96,49,43,24,1,0,0,0,49,55,33,0
29,36,62,29,25,58,22,23,1,0,0,0,21,54,10,0
31,20,29,11,30,31,42,38,1,0,0,0,20,23,33,0
39,39,37,45,33,45,75,27,1,0,0,0,17,61,24,0
58,17,55,9,38,71,39,25,1,0,0,0,50,59,39,0
36,18,46,7,30,38,17,18,1,0,0,0,28,34,21,0
26,43,8,14,25,12,16,28,1,0,0,0,21,14,56,0
30,20,12,39,26,37,57,41,1,0,0,0,33,30,14,0
25,35,24,43,38,28,79,37,1,0,0,0,18,43,42,0
41,27,25,39,25,30,27,21,1,0,0,0,30,55,22,0
50,50,9,63,50,58,20,50,1,0,0,0,41,22,31,0
38,57,15,25,15,36,60,13,1,0,0,0,39,19,76,0
36,39,82,60,23,49,53,57,1,0,0,0,23,41,13,0
41,40,92,73,20,70,12,18,1,0,0,0,72,51,26,0
45,42,97,13,25,3,15,22,1,0,0,0,32,49,14,0
69,68,99,62,17,81,29,50,1,0,0,0,98,45,46,0
33,31,25,41,33,40,54,13,1,0,0,0,22,37,53,0
73,63,98,29,16,94,70,46,1,0,0,0,13,78,75,0
36,28,34,21,20,33,43,17,1,0,0,0,29,21,20,0
31,55,25,8,15,33,26,69,1,0,0,0,31,19,5,0
24,16,47,26,42,12,49,9,1,0,0,0,15,15,52,0
45,10,7,16,17,14,23,11,1,0,0,0,34,35,50,0
29,48,27,14,29,57,11,34,1,0,0,0,19,64,10,0
51,29,26,53,49,78,31,80,1,0,0,0,56,66,34,0
26,26,30,15,23,49,31,36,1,0,0,0,17,16,34,0
61,18,56,34,57,50,41,34,1,0,0,0,47,52,50,0
24,14,63,30,24,45,13,24,1,0,0,0,20,29,35,0
44,29,57,50,37,31,29,32,1,0,0,0,54,36,48,0
23,13,25,23,23,8,20,29,1,0,0,0,18,31,24,0
44,74,54,46,63,38,83,22,1,0,0,0,11,51,14,0
26,17,24,25,48,58,48,57,1,0,0,0,37,31,36,0
21,24,17,9,47,19,30,31,1,0,0,0,21,18,38,0
58,42,20,3,67,13,38,86,1,0,0,0,42,26,74,0
45,27,48,29,22,49,44,23,1,0,0,0,67,42,15,0
25,29,11,14,25,8,39,49,1,0,0,0,15,39,32,0
43,39,34,56,22,57,12,17,1,0,0,0,47,54,12,0
39,38,27,30,63,31,24,17,1,0,0,0,14,53,33,0
30,36,21,40,36,25,18,33,1,0,0,0,2,28,40,0
50,50,30,5,33,40,14,7,1,0,0,0,54,3,69,0
21,24,84,35,30,30,14,43,1,0,0,0,13,16,26,0
55,22,15,34,71,18,31,66,1,0,0,0,47,36,62,0
8,34,16,33,45,27,25,34,1,0,0,0,3,5,17,0
55,48,13,45,68,27,13,73,1,0,0,0,17,32,61,0
36,34,2,16,19,24,19,27,1,0,0,0,17,33,15,0
39,47,28,37,86,25,30,43,1,0,0,0,27,60,34,0
24,25,51,72,19,57,22,32,1,0,0,0,21,44,12,0
16,34,41,24,84,23,29,25,1,0,0,0,21,41,10,0
33,30,95,49,71,31,40,44,1,0,0,0,40,15,44,0
22,27,61,33,75,11,27,44,1,0,0,0,8,28,23,0
26,44,13,79,15,16,52,48,1,0,0,0,7,35,55,0
39,30,22,62,11,42,53,18,1,0,0,0,40,49,30,0
46,22,28,46,61,56,19,59,1,0,0,0,44,47,44,0
48,56,16,28,55,12,48,55,1,0,0,0,6,49,26,0
18,30,15,16,32,66,25,37,1,0,0,0,16,5,16,0
27,39,9,18,16,17,23,18,1,0,0,0,27,6,52,0
42,29,25,30,56,23,32,29,1,0,0,0,54,19,33,0
30,15,36,24,43,22,9,43,1,0,0,0,47,15,29,0
26,28,58,41,24,41,45,24,1,0,0,0,33,47,12,0
39,38,27,15,64,29,38,31,1,0,0,0,48,15,29,0
33,11,28,24,29,46,35,28,1,0,0,0,30,39,27,0
42,33,44,19,59,34,98,67,1,0,0,0,23,30,57,0
23,18,40,28,24,29,38,22,1,0,0,0,21,40,20,0
16,20,16,18,84,16,4,30,1,0,0,0,26,19,7,0
41,45,50,70,76,52,36,52,1,0,0,0,18,56,20,0
56,85,9,36,99,19,78,99,1,0,0,0,36,23,28,0
43,57,15,19,86,14,11,81,1,0,0,0,21,5,54,0
35,32,22,17,38,14,29,44,1,0,0,0,13,24,44,0
26,21,16,26,15,46,35,82,1,0,0,0,34,42,27,0
43,28,53,19,25,44,41,11,1,0,0,0,50,60,30,0
24,23,14,39,50,46,44,18,1,0,0,0,21,40,22,0
90,74,64,82,99,49,68,99,1,0,0,0,33,85,56,0
58,37,29,7,59,10,13,24,1,0,0,0,35,16,73,0
39,31,53,13,34,43,53,27,1,0,0,0,14,49,38,0
46,22,61,46,51,46,57,62,1,0,0,0,33,38,51,0
54,59,19,33,20,34,26,24,1,0,0,0,43,20,41,0
38,68,56,13,58,23,27,89,1,0,0,0,8,15,36,0
26,32,56,42,38,52,19,28,1,0,0,0,29,47,23,0
11,25,24,36,77,13,35,22,1,0,0,0,20,31,11,0
8,24,29,26,61,41,15,58,1,0,0,0,22,27,22,0
49,35,42,37,32,29,29,43,1,0,0,0,16,46,40,0
39,16,28,15,30,47,26,42,1,0,0,0,28,28,39,0
16,7,19,14,31,42,58,12,1,0,0,0,11,18,30,0
70,28,55,45,16,37,62,33,1,0,0,0,59,63,56,0
42,38,21,55,22,58,62,32,1,0,0,0,35,67,25,0
16,15,59,32,29,59,34,35,1,0,0,0,18,12,29,0
38,55,23,28,72,8,18,73,1,0,0,0,10,15,68,0
30,36,38,13,28,18,23,11,1,0,0,0,23,13,15,0
19,23,26,27,30,24,24,34,1,0,0,0,33,21,26,0
31,17,65,34,12,27,39,24,1,0,0,0,32,45,26,0
36,47,62,20,39,66,26,36,1,0,0,0,7,63,28,0
63,68,24,48,92,35,32,33,1,0,0,0,51,34,31,0
27,39,50,38,62,45,23,22,1,0,0,0,55,15,15,0
46,43,14,29,66,28,53,66,1,0,0,0,35,39,25,0
40,26,58,44,73,53,38,47,1,0,0,0,39,47,49,0
18,9,66,27,39,22,36,40,1,0,0,0,19,22,21,0
19,25,47,16,22,21,32,11,1,0,0,0,13,9,19,0
19,6,47,18,51,24,1,28,1,0,0,0,22,24,29,0
16,38,51,64,60,33,62,62,1,0,0,0,53,7,33,0
30,45,5,10,44,40,18,38,1,0,0,0,50,27,11,0
33,42,21,8,32,21,18,23,1,0,0,0,7,38,75,0
39,55,35,21,41,0,89,1,1,0,0,0,16,31,11,0
26,22,47,39,50,58,14,59,1,0,0,0,29,42,31,0
15,35,12,6,24,20,30,37,1,0,0,0,0,38,24,0
55,65,46,55,66,17,36,71,1,0,0,0,83,19,53,0
72,32,61,64,57,37,82,34,1,0,0,0,65,79,39,0
31,33,78,19,26,95,48,22,1,0,0,0,23,46,22,0
40,11,29,38,51,46,31,44,1,0,0,0,34,29,37,0
46,41,31,33,21,35,41,48,1,0,0,0,30,47,25,0
25,34,55,48,65,28,50,24,1,0,0,0,7,37,46,0
58,41,27,24,78,44,25,76,1,0,0,0,40,28,40,0
56,89,11,27,99,13,25,99,1,0,0,0,20,22,41,0
13,36,74,49,28,45,3,21,1,0,0,0,0,10,28,0
70,33,87,29,29,66,91,48,1,0,0,0,58,52,40,0
21,30,11,35,44,30,39,26,1,0,0,0,13,40,25,0
48,38,40,38,30,33,29,41,1,0,0,0,18,51,50,0
79,51,84,66,28,33,56,37,1,0,0,0,57,71,77,0
19,13,38,9,11,15,12,44,1,0,0,0,18,30,16,0
20,24,7,40,21,66,12,10,1,0,0,0,49,26,20,0
56,36,14,32,0,7,6,9,1,0,0,0,19,45,95,0
21,24,39,18,43,33,8,8,1,0,0,0,21,26,42,0
35,25,44,22,65,39,34,51,1,0,0,0,26,47,15,0
35,12,29,24,31,43,37,33,1,0,0,0,33,39,31,0
32,39,8,11,62,19,29,41,1,0,0,0,14,49,36,0
11,18,10,61,46,20,48,31,1,0,0,0,15,26,20,0
37,28,66,48,47,55,30,30,1,0,0,0,38,44,16,0
60,47,52,58,31,62,99,74,1,0,0,0,42,57,66,0
24,23,24,32,66,18,31,50,1,0,0,0,17,16,37,0
35,58,36,41,55,39,17,46,1,0,0,0,13,37,14,0
12,15,25,52,17,29,68,20,1,0,0,0,17,23,22,0
39,19,18,55,11,58,66,33,1,0,0,0,22,36,61,0
51,19,22,16,25,33,33,11,1,0,0,0,21,34,63,0
11,46,44,57,58,51,48,0,1,0,0,0,6,43,17,0
38,25,16,66,15,10,13,0,1,0,0,0,21,45,36,0
39,27,24,14,36,28,34,68,1,0,0,0,41,23,25,0
16,30,37,29,0,53,46,33,1,0,0,0,32,29,32,0
41,25,42,17,53,34,11,56,1,0,0,0,27,38,49,0
29,22,60,32,47,35,21,32,1,0,0,0,23,17,38,0
75,37,27,62,77,22,12,82,1,0,0,0,43,54,79,0
42,31,40,26,54,83,32,28,1,0,0,0,59,24,35,0
10,19,30,21,77,10,15,34,1,0,0,0,10,13,12,0
27,27,50,50,31,25,18,54,1,0,0,0,22,23,43,0
26,20,97,27,76,56,22,28,1,0,0,0,23,35,31,0
32,67,11,36,0,21,41,15,1,0,0,0,14,30,5,0
23,18,13,24,33,29,26,92,1,0,0,0,33,11,32,0
48,23,11,52,43,20,22,18,1,0,0,0,32,45,40,0
27,35,33,43,41,32,33,41,1,0,0,0,31,7,44,0
33,31,34,37,80,30,38,22,1,0,0,0,41,23,44,0
60,58,64,13,63,31,63,70,1,0,0,0,10,44,76,0
59,55,56,38,57,58,33,34,1,0,0,0,63,21,71,0
16,19,23,19,10,36,17,41,1,0,0,0,20,11,41,0
8,7,24,20,23,12,22,45,1,0,0,0,13,19,11,0
56,34,47,32,43,51,42,91,1,0,0,0,37,46,42,0
17,38,7,27,22,15,34,19,1,0,0,0,19,45,9,0
15,21,20,30,32,7,5,26,1,0,0,0,6,29,28,0
39,31,67,36,43,23,48,41,1,0,0,0,20,49,39,0
19,18,30,23,33,7,36,54,1,0,0,0,16,25,31,0
31,43,45,6,82,50,26,13,1,0,0,0,58,13,15,0
23,21,27,31,19,46,32,30,1,0,0,0,21,29,34,0
41,23,24,14,87,36,30,99,1,0,0,0,44,35,42,0
46,38,35,21,18,33,23,27,1,0,0,0,51,27,61,0
39,24,33,18,63,25,25,59,1,0,0,0,29,22,47,0
41,18,18,16,48,31,19,41,1,0,0,0,34,24,45,0
25,53,30,33,54,28,16,35,1,0,0,0,14,2,51,0
39,5,25,22,34,43,28,45,1,0,0,0,47,31,32,0
31,52,50,41,0,43,55,58,1,0,0,0,49,60,28,0
36,43,36,40,61,50,37,60,1,0,0,0,15,14,38,0
43,49,27,8,81,17,24,82,1,0,0,0,12,19,56,0
58,39,58,18,18,21,48,24,1,0,0,0,21,62,45,0
27,45,51,68,10,38,37,26,1,0,0,0,19,30,50,0
32,46,31,50,20,24,19,28,1,0,0,0,22,37,10,0
50,48,24,57,66,42,93,66,1,0,0,0,16,43,44,0
63,52,56,67,49,40,10,40,1,0,0,0,92,62,57,0
32,32,19,35,31,12,19,31,1,0,0,0,57,18,38,0
38,43,27,22,33,23,62,0,1,0,0,0,6,15,66,0
34,25,17,32,47,41,45,47,1,0,0,0,26,27,47,0
23,22,41,21,28,29,11,38,1,0,0,0,40,14,33,0
45,36,39,36,74,58,37,34,1,0,0,0,56,49,20,0
51,51,43,64,30,65,74,50,1,0,0,0,20,70,36,0
19,27,36,21,26,19,42,28,1,0,0,0,39,18,24,0
14,7,25,29,12,83,30,7,1,0,0,0,19,15,22,0
39,35,61,25,18,34,19,24,1,0,0,0,52,59,19,0
30,20,40,48,59,42,35,63,1,0,0,0,16,37,28,0
43,33,32,20,29,17,29,24,1,0,0,0,40,43,42,0
50,73,36,17,84,17,22,47,1,0,0,0,23,14,47,0
68,48,28,38,11,35,33,29,1,0,0,0,31,47,67,0
7,6,35,19,41,19,19,42,1,0,0,0,25,12,10,0
28,27,32,11,12,51,58,36,1,0,0,0,21,39,33,0
21,30,31,31,10,19,36,27,1,0,0,0,39,8,31,0
11,22,31,4,53,21,4,46,1,0,0,0,8,23,9,0
52,58,14,41,70,13,14,79,1,0,0,0,37,15,82,0
19,26,22,51,24,48,15,15,1,0,0,0,13,33,4,0
40,11,31,14,10,4,17,26,1,0,0,0,41,40,30,0
20,9,47,32,61,37,11,41,1,0,0,0,19,27,29,0
19,5,44,32,47,14,24,43,1,0,0,0,19,24,20,0
25,23,34,26,25,44,10,28,1,0,0,0,9,35,28,0
44,55,22,49,23,27,40,52,1,0,0,0,29,31,79,0
16,39,6,19,26,16,26,9,1,0,0,0,3,23,41,0
53,53,29,22,62,30,50,70,1,0,0,0,39,18,78,0
35,33,23,13,33,33,18,31,1,0,0,0,17,37,50,0
33,26,38,18,2,35,48,28,1,0,0,0,16,39,21,0
32,7,14,38,57,12,51,31,1,0,0,0,28,34,30,0
16,24,47,21,4,29,18,35,1,0,0,0,29,30,29,0
7,34,45,48,47,14,12,29,1,0,0,0,40,6,8,0
35,49,16,46,85,17,40,66,1,0,0,0,22,42,8,0
28,24,35,38,17,35,16,16,1,0,0,0,11,39,25,0
50,50,42,28,50,16,14,50,1,0,0,0,27,31,15,0
23,10,50,19,17,18,21,14,1,0,0,0,32,20,35,0
32,29,35,44,30,24,14,33,1,0,0,0,12,46,30,0
26,28,14,19,46,12,25,48,1,0,0,0,14,13,34,0
46,61,24,24,26,30,33,47,1,0,0,0,46,7,31,0
39,58,25,26,65,16,36,46,1,0,0,0,24,14,28,0
16,25,25,46,11,10,37,64,1,0,0,0,13,6,55,0
37,29,96,56,25,54,17,16,1,0,0,0,44,56,22,0
24,32,57,7,27,19,49,39,1,0,0,0,13,42,31,0
31,35,25,30,44,82,14,45,1,0,0,0,3,38,39,0
42,14,70,16,61,87,36,44,1,0,0,0,34,45,28,0
24,34,96,14,28,25,32,26,1,0,0,0,27,44,20,0
54,21,71,37,18,46,7,21,1,0,0,0,65,31,42,0
36,23,53,6,43,34,39,28,1,0,0,0,36,43,33,0
53,27,47,24,30,33,2,39,1,0,0,0,37,45,58,0
80,48,79,80,88,46,65,66,1,0,0,0,53,64,83,0
38,36,27,25,25,33,74,14,1,0,0,0,19,29,38,0
64,38,17,17,9,7,23,24,1,0,0,0,46,56,26,0
37,33,36,37,16,50,28,12,1,0,0,0,19,50,18,0
17,30,30,48,29,27,64,38,1,0,0,0,16,40,11,0
36,17,38,26,12,9,35,43,1,0,0,0,60,29,35,0
27,11,54,31,13,41,25,41,1,0,0,0,42,29,32,0
41,37,52,46,55,61,23,40,1,0,0,0,45,59,42,0
18,13,11,14,31,23,30,26,1,0,0,0,29,24,21,0
74,45,38,34,83,63,46,48,1,0,0,0,52,45,58,0
31,27,21,39,54,44,20,48,1,0,0,0,17,31,18,0
41,36,99,44,8,55,49,12,1,0,0,0,16,39,57,0
32,14,27,44,36,24,43,34,1,0,0,0,29,30,37,0
20,14,40,34,35,26,50,33,1,0,0,0,16,30,22,0
19,25,31,45,32,9,18,43,1,0,0,0,20,11,37,0
21,35,43,19,29,20,22,52,1,0,0,0,2,24,29,0
37,41,37,21,9,21,41,14,1,0,0,0,10,55,31,0
24,4,84,9,80,6,4,33,1,0,0,0,29,25,19,0
37,29,14,12,66,15,25,75,1,0,0,0,19,24,48,0
35,30,29,31,47,43,43,49,1,0,0,0,19,18,41,0
27,31,33,50,8,23,21,15,1,0,0,0,22,44,31,0
32,28,32,28,55,18,50,49,1,0,0,0,38,43,22,0
34,41,52,27,16,40,39,6,1,0,0,0,30,29,5,0
30,51,23,48,55,20,59,52,1,0,0,0,18,60,11,0
34,40,23,45,38,23,21,51,1,0,0,0,14,14,37,0
19,23,99,14,30,44,11,15,1,0,0,0,26,6,26,0
43,35,13,53,99,27,42,58,1,0,0,0,42,21,28,0
52,23,39,45,52,48,59,41,1,0,0,0,44,59,26,0
50,48,14,12,29,11,14,33,1,0,0,0,62,30,56,0
51,39,30,34,95,16,26,34,1,0,0,0,69,44,25,0
65,64,31,23,91,37,62,91,1,0,0,0,46,36,38,0
28,14,43,13,37,44,28,44,1,0,0,0,38,34,11,0
39,35,56,69,24,56,20,2,1,0,0,0,37,63,27,0
17,9,22,4,36,18,53,15,1,0,0,0,16,21,16,0
21,8,60,18,24,44,96,24,1,0,0,0,41,19,22,0
51,41,72,67,60,48,33,37,1,0,0,0,38,47,61,0
47,29,82,34,76,32,21,60,1,0,0,0,24,35,43,0
23,31,37,9,11,30,24,24,1,0,0,0,14,16,47,0
62,34,20,32,62,31,33,68,1,0,0,0,63,30,69,0
22,29,15,11,22,14,80,21,1,0,0,0,8,9,61,0
42,11,53,29,30,36,9,11,1,0,0,0,41,44,44,0
82,28,79,66,52,37,48,49,1,0,0,0,77,50,68,0
14,19,54,6,24,24,34,24,1,0,0,0,16,8,13,0
82,74,84,99,21,52,99,26,1,0,0,0,36,99,67,0
42,24,15,39,10,21,20,6,1,0,0,0,23,46,47,0
43,14,25,50,66,51,40,29,1,0,0,0,34,39,41,0
62,47,16,18,83,23,2,92,1,0,0,0,50,15,66,0
39,16,29,3,42,22,4,52,1,0,0,0,44,19,40,0
53,37,47,38,66,20,18,66,1,0,0,0,35,36,45,0
42,43,19,20,37,11,4,45,1,0,0,0,30,20,66,0
69,36,56,31,51,46,24,66,1,0,0,0,65,82,37,0
25,27,53,10,55,23,16,30,1,0,0,0,23,10,33,0
72,25,72,54,66,64,38,66,1,0,0,0,51,61,56,0
25,17,17,13,27,13,66,24,1,0,0,0,16,14,32,0
35,5,41,32,29,56,15,23,1,0,0,0,49,30,34,0
42,41,22,19,39,11,13,43,1,0,0,0,55,8,57,0
32,49,39,53,16,55,29,24,1,0,0,0,14,63,29,0
25,9,17,15,59,20,34,34,1,0,0,0,34,23,19,0
17,8,10,16,49,31,17,29,1,0,0,0,26,16,24,0
30,14,24,24,19,30,33,24,1,0,0,0,22,29,23,0
32,43,21,30,58,62,29,41,1,0,0,0,41,28,46,0
42,8,68,52,64,58,43,17,1,0,0,0,43,33,41,0
23,37,52,26,24,23,15,22,1,0,0,0,12,25,46,0
72,77,97,32,99,41,29,99,1,0,0,0,74,25,35,0
10,13,80,7,25,25,27,37,1,0,0,0,17,19,6,0
33,41,19,14,57,32,30,61,1,0,0,0,17,17,58,0
27,28,48,47,19,55,5,9,1,0,0,0,23,47,16,0
